Certificate of Inspection,Inspection Number,Date of Occurance,Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0200526,INS-000799551,11/22/2024,BA-1712953-2024,STELLA LAUNDROMAT INC.,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,6549,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,405,30,4551867,4036770029,QN19,40.70127669,-73.88892994
A0200600,INS-000797034,11/22/2024,BA-1710926-2024,LUNG FAI LAUNDROMAT INC.,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,5807,WOODSIDE AVE,,,,WOODSIDE,NY,11377,Queens,402,26,4028292,4012290009,QN63,40.74560353,-73.90628714
A0200603,INS-000806944,11/22/2024,BA-1527193-2022,WL SUN LAUNDRY INC,SUPER WASH CENTER,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,8150,NEW UTRECHT AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,38,3334384,3063140010,BK28,40.6100169,-74.00161351
A0200611,INS-000806957,11/22/2024,BA-1071787-2022,AKSHAR 3659 DELI AND GROCERY LLC,PHILLIPS GOURMET DELI,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,3659,E TREMONT AVE,,,,BRONX,NY,10465,Bronx,210,13,2097556,2054270001,BX52,40.82796407,-73.82365933
A0200618,INS-000806967,11/22/2024,BA-1508284-2022,"SUPER PLANET LAUNDROMAT, INC.",,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,1769,84TH ST,,,,BROOKLYN,NY,11214,Brooklyn,311,38,3164641,3063140080,BK28,40.6089629,-74.00151625
A0200630,INS-000806980,11/22/2024,BA-1385454-2022,QUALITY #1 FOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,2894,RICHMOND TER,,,,STATEN ISLAND,NY,10303,Staten Island,501,49,5027409,5012110080,SI12,40.63682032,-74.15651243
A0200797,INS-000807590,11/26/2024,BA-1715389-2024,THE BAGEL BOX II INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,700,ARTHUR KILL RD,,,,STATEN ISLAND,NY,10308,Staten Island,503,51,5073068,5054940055,SI54,40.56019085,-74.16443766
A0200799,INS-000807597,11/26/2024,BA-1710257-2024,LA PITAYA DELI & GRILL INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,234,IRVING AVE,,,,BROOKLYN,NY,11237,Brooklyn,304,37,3075437,3033000032,BK77,40.70044392,-73.91690317
A0200810,INS-000806562,11/26/2024,BA-1120269-2022,9105 K FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,9105,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3154729,3060860001,BK31,40.62025044,-74.03236165
A0200811,INS-000807611,11/26/2024,BA-1304556-2022,"GREEN IVY 1, INC",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,246,4TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3007527,3004480034,BK37,40.6766399,-73.98357837
A0200823,INS-000807630,11/26/2024,BA-1003466-2022,AMICI BAKERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 02,1,1,0,Complete Address,758,ARTHUR KILL RD,,,,STATEN ISLAND,NY,10312,Staten Island,503,51,5148478,5055330127,SI54,40.56031745,-74.16610787
A0200851,INS-000807679,11/26/2024,BA-1715400-2024,ARIES FISH MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,748,LYDIG AVE,,,,BRONX,NY,10462,Bronx,211,13,2048796,2042880035,BX49,40.85445524,-73.86589348
A0200905,INS-000807762,11/26/2024,BA-1332799-2022,JAYRAN DELI GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1050,DEAN ST,,,,BROOKLYN,NY,11216,Brooklyn,308,35,3030246,3012110009,BK61,40.67748592,-73.95505714
A0200932,INS-000805758,11/26/2024,BA-1707704-2024,GET FABRIC INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,69,9TH ST,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3337608,3009900050,BK37,40.67341311,-73.99502148
A0200945,INS-000807834,11/26/2024,BA-1715420-2024,ALDI INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,Complete Address,3231,RICHMOND AVE,,,,STATEN ISLAND,NY,10312,Staten Island,503,51,5000000,5055330062,SI54,40.56039994,-74.16976458
A0200958,INS-000807852,11/26/2024,BA-1715421-2024,230 DELI & GRILL I INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,230,4TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3007372,3004417501,BK37,40.67716959,-73.98322132
A0200982,INS-000807893,11/26/2024,BA-1126497-2022,608 FRANKLIN MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,Complete Address,608,FRANKLIN AVE,,,,BROOKLYN,NY,11238,Brooklyn,308,35,3418229,3011427501,BK61,40.67746414,-73.95552584
A0200983,INS-000807899,11/26/2024,BA-1367302-2022,JFK DELI GROCERY CORP V,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,18413,140TH AVE,,,,SPRINGFIELD GARDENS,NY,11413,Queens,412,27,4280193,4130220117,QN02,40.67237239,-73.75999601
A0201031,INS-000807991,11/26/2024,BA-1626730-2023,136 DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,13609,FARMERS BLVD,,,,JAMAICA,NY,11434,Queens,412,27,4280151,4130220065,QN02,40.6745484,-73.7636834
A0201061,INS-000808034,11/26/2024,BA-1206449-2022,FRESH N SAVE FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,15,15,0,Complete Address,595,PROSPECT AVE,,,,BROOKLYN,NY,11215,Brooklyn,307,39,3027435,3011160043,BK40,40.65659112,-73.97802217
A0201085,INS-000808110,11/27/2024,BA-1206461-2022,CORONA FOOD MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,3919,111TH ST,,,,CORONA,NY,11368,Queens,403,21,4044950,4017840035,QN26,40.75217213,-73.85612695
A0201094,INS-000808120,11/27/2024,BA-1525582-2022,TRISHA ENTERPRISE INC,CHANNEL MARKET,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,925,CROSS BAY BLVD,,,,BROAD CHANNEL,NY,11693,Queens,414,32,4315081,4153140017,QN10,40.60624117,-73.81956677
A0201099,INS-000808131,11/27/2024,BA-1200331-2022,CRUGER DELI AND CANDY INC,CRUGER DELI AND CANDY INC,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,722,ALLERTON AVE,,,,BRONX,NY,10467,Bronx,211,13,2051323,2044330035,BX07,40.86543749,-73.86649319
A0200883,INS-000806668,11/26/2024,BA-1714306-2024,J LAUNDROMAT LIN INC.,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,300,GEORGIA AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3252570,3037520034,BK85,40.66944775,-73.89720189
A0200900,INS-000807753,11/26/2024,BA-1177723-2022,CHOLULITA DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1501,AVENUE U,,,,BROOKLYN,NY,11229,Brooklyn,315,48,3198127,3073200049,BK44,40.59885102,-73.95632361
A0201109,INS-000808144,11/27/2024,BA-1666500-2023,1291 FOOD CORP.,FoodTown,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,1291,BROADWAY,,,,BROOKLYN,NY,11221,Brooklyn,304,37,3326377,3032930029,BK78,40.69080941,-73.92433263
A0201130,INS-000808194,11/27/2024,BA-1112430-2022,204 UNION FOOD CORP.,BROOKLYN HARVEST MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,204,UNION AVE,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3325853,3030580100,BK90,40.70644954,-73.9503632
A0201146,INS-000808227,11/27/2024,BA-1566730-2022,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,45,45,0,Complete Address,214,3RD ST,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3397192,3009780016,BK37,40.67542733,-73.98875202
A0201146,INS-000808227,11/27/2024,BA-1566730-2022,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,4,4,0,Complete Address,214,3RD ST,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3397192,3009780016,BK37,40.67542733,-73.98875202
A0201146,INS-000808227,11/27/2024,BA-1566730-2022,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,6,6,0,Complete Address,214,3RD ST,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3397192,3009780016,BK37,40.67542733,-73.98875202
A0201196,INS-000788207,11/27/2024,BA-1023495-2022,32-01 JUNCTION INC.,,Retail Laundry,Scale,Scale,Laundry Scales,Misc Scale - 02,1,1,0,Complete Address,3201,JUNCTION BLVD,,,,EAST ELMHURST,NY,11369,Queens,403,21,4034906,4014240005,QN27,40.75853946,-73.8744862
A0201215,INS-000808345,11/27/2024,BA-1373624-2022,RALPH & ANGELO FOOD STORES INC.,A & C SUPERETTE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,884,MANOR ROAD,,,,STATEN ISLAND,NY,10314,Staten Island,502,50,5106946,5007520416,SI05,40.60504021,-74.12083161
A0201226,INS-000808368,11/27/2024,BA-1715537-2024,ALJAZEERA HALAL MEAT MARKET CORP.,ALJAZEERA HALAL MEAT MARKET,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,1101,HYLAN BLVD,,,,STATEN ISLAND,NY,10305,Staten Island,502,50,5047385,5032290071,SI14,40.59854372,-74.07935103
A0201230,INS-000808375,11/27/2024,BA-1338305-2022,J&E MEAT & PRODUCE CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,Complete Address,385,BROADWAY,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3063609,3024630030,BK73,40.7072912,-73.95461505
A0201251,INS-000808417,11/27/2024,BA-1516272-2022,"TAVERAS, CARLOS",FRANCHESCA MINI MARKET,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1074,MANHATTAN AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3063838,3024960003,BK76,40.73540046,-73.95510107
A0201285,INS-000808470,11/27/2024,BA-1451010-2022,MIA JEWELRY CORP,,Secondhand Dealer [General] - 006,Scale,Scale,Scale Inspection,Jewelry Scale,1,1,0,Complete Address,5617,5TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3015370,3008400003,BK34,40.64159213,-74.01395917
A0201291,INS-000808478,11/27/2024,BA-1110998-2022,"486 HENRY ST SUPERMARKET, INC",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,486,HENRY ST,,,,BROOKLYN,NY,11231,Brooklyn,306,39,3004112,3003310021,BK33,40.68471619,-73.99913826
A0201291,INS-000808478,11/27/2024,BA-1110998-2022,"486 HENRY ST SUPERMARKET, INC",,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,486,HENRY ST,,,,BROOKLYN,NY,11231,Brooklyn,306,39,3004112,3003310021,BK33,40.68471619,-73.99913826
A0201291,INS-000808478,11/27/2024,BA-1110998-2022,"486 HENRY ST SUPERMARKET, INC",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,Complete Address,486,HENRY ST,,,,BROOKLYN,NY,11231,Brooklyn,306,39,3004112,3003310021,BK33,40.68471619,-73.99913826
A0201341,INS-000808583,11/29/2024,BA-1285578-2022,"GIANI FOODMART, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1244,RICHMOND RD,,,,STATEN ISLAND,NY,10304,Staten Island,502,50,5126953,5032850014,SI36,40.59687791,-74.09356174
A0201357,INS-000808631,11/29/2024,BA-1546556-2022,WESTERN BEEF RETAIL INC,JUNIOR'S FOOD OUTLET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,Complete Address,994,MYRTLE AVE,,,,BROOKLYN,NY,11206,Brooklyn,303,36,3393664,3017570027,BK35,40.69622674,-73.94175188
A0201375,INS-000808658,11/29/2024,BA-1611435-2023,NY KINGS J  FRUITS INC,BLUE RIBBION,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,1308,AVENUE J,,,,BROOKLYN,NY,11230,Brooklyn,314,44,3179910,3067150003,BK43,40.62499205,-73.9630538
A0201400,INS-000808708,11/29/2024,BA-1115316-2022,1460 GOURMET DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1460,SOUTHERN BLVD,,,,BRONX,NY,10460,Bronx,203,17,2010568,2029810001,BX75,40.83264711,-73.89055721
A0201409,INS-000808725,11/29/2024,BA-1236795-2022,CEE FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,844,DEKALB AVE,,,,BROOKLYN,NY,11221,Brooklyn,303,36,3049690,3017820010,BK35,40.6924227,-73.94215547
A0201410,INS-000808726,11/29/2024,BA-1072162-2022,"BOGOPA BG FLATLANDS, LLC",FOOD BAZAAR,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,38,38,0,Complete Address,11110,FLATLANDS AVE,,,,BROOKLYN,NY,11207,Brooklyn,318,42,3231522,3082350053,BK93,40.65026697,-73.89097171
A0201441,INS-000808779,11/29/2024,BA-1543543-2022,VACA MEAT CORP.,IDEAL FOOD BASKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,Complete Address,830,LAFAYETTE AVENUE,,,,BROOKLYN,NY,11221,Brooklyn,303,36,3043507,3016090005,BK35,40.6912629,-73.93923924
A0201446,INS-000808794,11/29/2024,BA-1322910-2022,"JBV ENTERPRISES, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,3824,BROADWAY,,,,NEW YORK,NY,10032,Manhattan,112,10,1062783,1021180001,MN36,40.83550691,-73.94380906
A0201472,INS-000808837,11/29/2024,BA-1092786-2022,77 MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,367,NOSTRAND AVE,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3051096,3018130001,BK75,40.68557843,-73.95060229
A0201482,INS-000808856,11/29/2024,BA-1297796-2022,HCTK CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,11701,LIBERTY AVE,,,,S RICHMOND HL,NY,11419,Queens,410,29,4203660,4095550036,QN55,40.68595948,-73.82580887
A0201482,INS-000808856,11/29/2024,BA-1297796-2022,HCTK CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,11701,LIBERTY AVE,,,,S RICHMOND HL,NY,11419,Queens,410,29,4203660,4095550036,QN55,40.68595948,-73.82580887
A0201491,INS-000808878,11/29/2024,BA-1289641-2022,JUQUILITA LAUNDRY & DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,343,BROADWAY,,,,STATEN ISLAND,NY,10310,Staten Island,501,49,5004939,5001790001,SI35,40.63292044,-74.11686854
A0201497,INS-000808890,11/29/2024,BA-1614533-2023,O & B RANCH DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,559,W 158TH ST,,,,NEW YORK,NY,10032,Manhattan,112,10,1062746,1021170001,MN36,40.83414245,-73.94311999
A0201160,INS-000808253,11/27/2024,BA-1443221-2022,MAN-DELL FOOD STORES INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,22,22,0,Complete Address,130,7TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3020538,3009630047,BK37,40.6730732,-73.97644135
A0201639,INS-000809246,12/03/2024,BA-1214370-2022,EL MARLENE GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,272,SHERMAN AVE,,,,NEW YORK,NY,10034,Manhattan,112,10,1064866,1022280042,MN01,40.86649298,-73.9181238
A0201676,INS-000809301,12/03/2024,BA-1604834-2023,YOGI ORGANIC MARKET INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,8401,37TH AVE,,,,JACKSON HEIGHTS,NY,11372,Queens,403,25,4035835,4014587501,QN28,40.74996489,-73.88231257
A0201791,INS-000809493,12/03/2024,BA-1210562-2022,CHARMAR SUPERETTE INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,85,STUYVESANT PL,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5000068,5000070063,SI22,40.64386419,-74.07759241
A0201884,INS-000809643,12/03/2024,BA-1213002-2022,"CABRAL, CARLOS",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,238,SHERMAN AVE,,,,NEW YORK,NY,10034,Manhattan,112,10,1064856,1022270026,MN01,40.86597797,-73.91953085
A0201886,INS-000809647,12/03/2024,BA-1343905-2022,LAMA DELI AND GROCERY CORP,JOHNS GOURMET DELI,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,62,RICHMOND TER,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5000069,5000070070,SI22,40.64420241,-74.07667032
A0201929,INS-000809762,12/04/2024,BA-1658335-2023,"POLANCO, PORFIRIO",POLANCO DELI GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,147-02,FOCH BOULEVARD,,,,JAMAICA,NY,11436,Queens,412,28,4260892,4120220001,QN76,40.68020521,-73.79354485
A0201932,INS-000809030,12/04/2024,BA-1546556-2022,WESTERN BEEF RETAIL INC,JUNIOR'S FOOD OUTLET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,994,MYRTLE AVE,,,,BROOKLYN,NY,11206,Brooklyn,303,36,3393664,3017570027,BK35,40.69622674,-73.94175188
A0201938,INS-000809776,12/04/2024,BA-1189061-2022,"COOL CYCLE LAUNDRY, INC.",,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,2,2,0,Complete Address,352,FOREST AVE,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5006847,5002510004,SI35,40.63113763,-74.10100978
A0201965,INS-000809825,12/04/2024,BA-1191300-2022,CLEAN CITY LAUNDRY INC,ATLANTIS SUPERWASH,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,0,1,Complete Address,873,BEDFORD AVE,,,,BROOKLYN,NY,11205,Brooklyn,303,33,3048553,3017500011,BK75,40.6939357,-73.95600168
A0201979,INS-000809845,12/04/2024,BA-1275229-2022,J & C LAUNDROMAT SI INC,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,378,JERSEY STREET,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5001078,5000470088,SI22,40.63927337,-74.08738049
A0201981,INS-000809847,12/04/2024,BA-1568233-2023,157 N GOURMET DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,786,COURTLANDT AVE,,,,BRONX,NY,10451,Bronx,201,17,2001739,2024040003,BX34,40.82247238,-73.91675802
A0201988,INS-000809858,12/04/2024,BA-1438332-2022,"PARK SLOPE FOOD COOP, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,17,17,0,Complete Address,782,UNION ST,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3020190,3009570019,BK37,40.67488752,-73.97657049
A0202029,INS-000809927,12/04/2024,BA-1046673-2022,492 SUPERMARKET CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,22,22,0,Complete Address,492,MYRTLE AVE,,,,BROOKLYN,NY,11205,Brooklyn,302,35,3054893,3019057502,BK69,40.69346682,-73.96542833
A0202067,INS-000809991,12/04/2024,BA-1470403-2022,"MPM ENTERPRISES, INC.",UNION MARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,754,UNION ST,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3020180,3009570003,BK37,40.67536536,-73.97779607
A0202086,INS-000810024,12/04/2024,BA-1523171-2022,TONY'S JAMAICA MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,9420,SUTPHIN BLVD,,,,JAMAICA,NY,11435,Queens,412,27,4213960,4099930027,QN61,40.69883511,-73.80682001
A0202254,INS-000809091,12/05/2024,BA-1336785-2022,"Glass Gardens, Inc.",Shop-Rite,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,19,19,0,Complete Address,590,GATEWAY DR,,,,BROOKLYN,NY,11239,Brooklyn,305,42,3397157,3044520545,BK82,40.65246471,-73.87657059
A0202264,INS-000810332,12/05/2024,BA-1320654-2022,"LIN'S Q & Z LAUNDROMAT, INC.",,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,9522,SEAVIEW AVE,,STE,B,BROOKLYN,NY,11236,Brooklyn,318,46,3235054,3083180001,BK50,40.63288709,-73.89109738
A0202320,INS-000807553,12/05/2024,BA-1306366-2022,LAUNDRY EXPRESS CENTER III INC.,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,0,1,Complete Address,4118,FARRAGUT RD,,,,BROOKLYN,NY,11210,Brooklyn,317,45,3398119,3050160135,BK91,40.63692893,-73.93724219
A0202327,INS-000810410,12/05/2024,BA-1564505-2022,"WESTERN BEEF RETAIL, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,18,18,0,Complete Address,2050,WEBSTER AVE,,,,BRONX,NY,10457,Bronx,206,15,2011117,2030290015,BX41,40.85125003,-73.89878609
A0202408,INS-000810538,12/05/2024,BA-1121903-2022,1115 PENNSYLVANIA MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,Complete Address,1115,PENNSYLVANIA AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3098070,3044130001,BK82,40.65336172,-73.88672121
A0202447,INS-000810602,12/05/2024,BA-1302227-2022,LITTLE GUYANA BAKE SHOP INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,12413,LIBERTY AVE,,,,SOUTH RICHMOND HILL,NY,11419,Queens,410,29,4203885,4095610026,QN55,40.68787185,-73.81997329
A0202455,INS-000810615,12/05/2024,BA-1104181-2022,ADRIATIC TRADING INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,4410,BROADWAY,,,,ASTORIA,NY,11103,Queens,401,22,4012371,4007070038,QN70,40.75738298,-73.91563738
A0202478,INS-000810648,12/05/2024,BA-1529778-2022,TROPICAL DELI & GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,4402,BROADWAY,,,,ASTORIA,NY,11103,Queens,401,22,4012368,4007070035,QN70,40.75740497,-73.91568066
A0202550,INS-000810797,12/06/2024,BA-1113496-2022,ALMOND FRUIT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,Complete Address,1488,PITKIN AVE,,,,BROOKLYN,NY,11212,Brooklyn,316,41,3080901,3035130033,BK81,40.66849331,-73.91872012
A0202554,INS-000810801,12/06/2024,BA-1027553-2022,109 MEAT & PRODUCE CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,10901,37TH AVE,,,,CORONA,NY,11368,Queens,403,21,4043673,4017530072,QN26,40.75395353,-73.8583898
A0202554,INS-000810801,12/06/2024,BA-1027553-2022,109 MEAT & PRODUCE CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,10901,37TH AVE,,,,CORONA,NY,11368,Queens,403,21,4043673,4017530072,QN26,40.75395353,-73.8583898
A0202554,INS-000810801,12/06/2024,BA-1027553-2022,109 MEAT & PRODUCE CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,Complete Address,10901,37TH AVE,,,,CORONA,NY,11368,Queens,403,21,4043673,4017530072,QN26,40.75395353,-73.8583898
A0202555,INS-000810803,12/06/2024,BA-1491928-2022,SIX TOWERS MEAT MARKET INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,Complete Address,6110,QUEENS BLVD,,,,WOODSIDE,NY,11377,Queens,402,26,4437383,4023140100,QN63,40.74134663,-73.90322574
